parcode,trial,fix_item,fix_time
lua,64,3,654.000000
lua,64,0,58.000000
lua,64,1,350.000000
lua,64,0,88.000000
lua,64,2,2576.000000
lua,64,0,94.000000
lua,64,1,678.000000
lua,64,0,92.000000
lua,64,2,200.000000
lua,65,3,584.000000
lua,65,0,68.000000
lua,65,1,294.000000
lua,65,0,88.000000
lua,65,2,574.000000
lua,65,0,92.000000
lua,65,1,548.000000
lua,65,0,92.000000
lua,65,2,1610.000000
lua,65,0,94.000000
lua,65,1,612.000000
lua,65,0,102.000000
lua,65,2,466.000000
lua,66,3,440.000000
lua,66,0,72.000000
lua,66,1,316.000000
lua,66,0,90.000000
lua,66,2,740.000000
lua,66,0,96.000000
lua,66,1,1112.000000
lua,66,0,90.000000
lua,66,2,658.000000
lua,67,3,450.000000
lua,67,0,58.000000
lua,67,1,570.000000
lua,67,0,88.000000
lua,67,2,854.000000
lua,67,0,84.000000
lua,67,1,550.000000
lua,68,3,616.000000
lua,68,0,58.000000
lua,68,1,300.000000
lua,68,0,88.000000
lua,68,2,748.000000
lua,69,3,458.000000
lua,69,0,70.000000
lua,69,1,354.000000
lua,69,0,88.000000
lua,69,2,680.000000
lua,69,0,94.000000
lua,69,1,2234.000000
lua,69,0,90.000000
lua,69,2,940.000000
lua,70,3,664.000000
lua,70,0,70.000000
lua,70,1,406.000000
lua,70,0,90.000000
lua,70,2,3032.000000
lua,70,0,178.000000
lua,70,1,2134.000000
lua,70,0,142.000000
lua,70,2,2058.000000
lua,70,0,100.000000
lua,70,1,2880.000000
lua,70,0,100.000000
lua,70,2,1156.000000
lua,71,3,324.000000
lua,71,0,70.000000
lua,71,1,604.000000
lua,71,0,92.000000
lua,71,2,382.000000
lua,71,0,390.000000
lua,71,1,776.000000
lua,72,3,624.000000
lua,72,0,70.000000
lua,72,1,374.000000
lua,72,0,94.000000
lua,72,2,944.000000
lua,73,3,432.000000
lua,73,0,70.000000
lua,73,1,340.000000
lua,73,0,242.000000
lua,73,2,940.000000
lua,73,0,90.000000
lua,73,1,534.000000
lua,73,0,94.000000
lua,73,2,38.000000
lua,74,3,352.000000
lua,74,0,58.000000
lua,74,1,1124.000000
lua,74,0,90.000000
lua,74,2,196.000000
lua,75,3,618.000000
lua,75,0,70.000000
lua,75,1,920.000000
lua,75,0,92.000000
lua,75,2,470.000000
lua,75,0,40.000000
lua,76,3,198.000000
lua,76,0,70.000000
lua,76,1,900.000000
lua,76,0,92.000000
lua,76,2,568.000000
lua,76,0,88.000000
lua,76,1,46.000000
lua,77,3,306.000000
lua,77,0,58.000000
lua,77,1,706.000000
lua,77,0,94.000000
lua,77,2,824.000000
lua,77,0,92.000000
lua,77,1,470.000000
lua,78,3,334.000000
lua,78,0,58.000000
lua,78,1,354.000000
lua,78,0,90.000000
lua,78,2,1074.000000
lua,78,0,88.000000
lua,78,1,566.000000
lua,78,0,94.000000
lua,78,2,206.000000
lua,79,3,634.000000
lua,79,0,68.000000
lua,79,1,290.000000
lua,79,0,222.000000
lua,79,2,586.000000
lua,80,3,592.000000
lua,80,0,72.000000
lua,80,1,442.000000
lua,80,0,88.000000
lua,80,2,630.000000
lua,80,0,96.000000
lua,80,1,1190.000000
lua,81,3,440.000000
lua,81,0,74.000000
lua,81,1,620.000000
lua,81,0,94.000000
lua,81,2,2056.000000
lua,82,3,536.000000
lua,82,0,70.000000
lua,82,1,556.000000
lua,82,0,90.000000
lua,82,2,1074.000000
lua,82,0,88.000000
lua,82,1,950.000000
lua,82,0,278.000000
lua,83,3,242.000000
lua,83,0,56.000000
lua,83,1,750.000000
lua,83,0,92.000000
lua,83,2,736.000000
lua,83,0,86.000000
lua,83,1,382.000000
lua,84,3,480.000000
lua,84,0,62.000000
lua,84,1,826.000000
lua,84,0,88.000000
lua,84,2,580.000000
lua,84,0,98.000000
lua,84,1,186.000000
lua,85,3,590.000000
lua,85,0,70.000000
lua,85,1,506.000000
lua,85,0,88.000000
lua,85,2,796.000000
lua,86,3,446.000000
lua,86,0,74.000000
lua,86,1,438.000000
lua,86,0,92.000000
lua,86,2,456.000000
lua,87,3,494.000000
lua,87,0,72.000000
lua,87,1,582.000000
lua,87,0,90.000000
lua,87,2,608.000000
lua,87,0,92.000000
lua,87,1,218.000000
lua,88,3,278.000000
lua,88,0,68.000000
lua,88,2,826.000000
lua,88,0,88.000000
lua,88,1,1150.000000
lua,88,0,370.000000
lua,88,2,1066.000000
lua,89,3,394.000000
lua,89,0,56.000000
lua,89,1,666.000000
lua,89,0,92.000000
lua,89,2,138.000000
lua,90,3,452.000000
lua,90,0,70.000000
lua,90,1,514.000000
lua,90,0,248.000000
lua,90,2,676.000000
lua,90,0,100.000000
lua,90,1,316.000000
lua,91,3,444.000000
lua,91,0,72.000000
lua,91,2,920.000000
lua,91,0,94.000000
lua,91,1,1882.000000
lua,91,0,270.000000
lua,91,2,1334.000000
lua,91,0,72.000000
lua,91,1,2758.000000
lua,92,3,474.000000
lua,92,0,58.000000
lua,92,1,406.000000
lua,92,0,90.000000
lua,92,2,608.000000
lua,93,3,508.000000
lua,93,0,58.000000
lua,93,1,696.000000
lua,93,0,90.000000
lua,93,2,698.000000
lua,93,0,84.000000
lua,93,1,338.000000
lua,94,3,700.000000
lua,94,0,58.000000
lua,94,1,348.000000
lua,94,0,216.000000
lua,94,2,1788.000000
lua,94,0,72.000000
lua,94,1,1884.000000
lua,94,0,96.000000
lua,94,2,1216.000000
lua,95,3,472.000000
lua,95,0,68.000000
lua,95,1,752.000000
lua,95,0,94.000000
lua,95,2,1830.000000
lua,95,0,96.000000
lua,95,1,542.000000
lua,96,3,454.000000
lua,96,0,70.000000
lua,96,1,410.000000
lua,96,0,92.000000
lua,96,2,1856.000000
lua,97,3,446.000000
lua,97,0,56.000000
lua,97,1,902.000000
lua,97,0,230.000000
lua,97,2,632.000000
lua,97,0,90.000000
lua,97,1,62.000000
lua,98,3,448.000000
lua,98,0,70.000000
lua,98,1,894.000000
lua,98,0,92.000000
lua,98,2,1010.000000
lua,99,0,776.000000
lua,99,3,352.000000
lua,99,0,74.000000
lua,99,1,312.000000
lua,99,0,88.000000
lua,99,2,684.000000
lua,99,0,92.000000
lua,99,1,1002.000000
lua,99,0,146.000000
lua,99,2,1498.000000
lua,99,0,90.000000
lua,99,1,2198.000000
lua,99,0,260.000000
lua,99,2,268.000000
lua,100,3,702.000000
lua,100,0,68.000000
lua,100,1,708.000000
lua,100,0,92.000000
lua,100,2,614.000000
lua,100,0,78.000000
lua,100,1,222.000000
lua,101,3,638.000000
lua,101,0,70.000000
lua,101,1,368.000000
lua,101,0,92.000000
lua,101,2,488.000000
lua,102,3,262.000000
lua,102,0,72.000000
lua,102,1,1340.000000
lua,102,0,90.000000
lua,102,2,1232.000000
lua,102,0,94.000000
lua,102,1,762.000000
lua,103,3,216.000000
lua,103,0,72.000000
lua,103,1,1082.000000
lua,103,0,92.000000
lua,103,2,924.000000
lua,103,0,98.000000
lua,103,1,2978.000000
lua,103,0,94.000000
lua,103,2,992.000000
lua,104,3,512.000000
lua,104,0,74.000000
lua,104,1,856.000000
lua,104,0,94.000000
lua,104,2,716.000000
lua,105,3,486.000000
lua,105,0,56.000000
lua,105,1,278.000000
lua,105,0,88.000000
lua,105,2,882.000000
lua,105,0,98.000000
lua,105,1,788.000000
lua,105,0,94.000000
lua,105,2,50.000000
lua,106,3,444.000000
lua,106,0,68.000000
lua,106,1,356.000000
lua,106,0,284.000000
lua,106,2,778.000000
lua,106,0,92.000000
lua,106,1,776.000000
lua,107,3,300.000000
lua,107,0,6.000000
lua,107,3,174.000000
lua,107,0,66.000000
lua,107,1,294.000000
lua,107,0,240.000000
lua,107,2,850.000000
lua,108,3,474.000000
lua,108,0,68.000000
lua,108,1,442.000000
lua,108,0,88.000000
lua,108,2,686.000000
lua,109,3,384.000000
lua,109,0,226.000000
lua,109,1,230.000000
lua,109,0,88.000000
lua,109,2,792.000000
lua,109,0,74.000000
lua,109,1,2464.000000
lua,109,0,96.000000
lua,109,2,628.000000
lua,110,3,444.000000
lua,110,0,72.000000
lua,110,1,806.000000
lua,110,0,94.000000
lua,110,2,338.000000
lua,110,0,168.000000
lua,111,3,434.000000
lua,111,0,72.000000
lua,111,1,786.000000
lua,111,0,94.000000
lua,111,2,370.000000
lua,111,0,90.000000
lua,111,1,156.000000
lua,112,3,460.000000
lua,112,0,74.000000
lua,112,1,580.000000
lua,112,0,92.000000
lua,112,2,472.000000
lua,112,0,72.000000
lua,112,1,2284.000000
lua,112,0,84.000000
lua,112,2,1268.000000
lua,113,3,450.000000
lua,113,0,56.000000
lua,113,1,374.000000
lua,113,0,238.000000
lua,113,2,294.000000
lua,113,0,88.000000
lua,113,1,566.000000
lua,113,0,92.000000
lua,113,2,236.000000
lua,114,3,466.000000
lua,114,0,70.000000
lua,114,1,434.000000
lua,114,0,90.000000
lua,114,2,1048.000000
lua,114,0,96.000000
lua,114,1,1794.000000
lua,114,0,98.000000
lua,114,2,1490.000000
lua,115,3,280.000000
lua,115,0,60.000000
lua,115,1,970.000000
lua,115,0,96.000000
lua,115,2,932.000000
lua,115,0,92.000000
lua,115,1,366.000000
lua,116,3,450.000000
lua,116,0,56.000000
lua,116,1,678.000000
lua,116,0,94.000000
lua,116,2,1322.000000
lua,116,0,98.000000
lua,116,1,812.000000
lua,116,0,76.000000
lua,116,2,400.000000
lua,117,3,274.000000
lua,117,0,70.000000
lua,117,1,862.000000
lua,117,0,98.000000
lua,117,2,798.000000
lua,117,0,84.000000
lua,117,1,302.000000
lua,118,3,512.000000
lua,118,0,58.000000
lua,118,1,666.000000
lua,118,0,94.000000
lua,118,2,576.000000
lua,118,0,86.000000
lua,118,1,710.000000
lua,119,3,622.000000
lua,119,0,56.000000
lua,119,1,504.000000
lua,119,0,90.000000
lua,119,2,2148.000000
lua,119,0,80.000000
lua,119,1,1652.000000
lua,119,0,96.000000
lua,119,2,562.000000
lua,120,3,288.000000
lua,120,0,18.000000
lua,120,3,184.000000
lua,120,0,68.000000
lua,120,1,422.000000
lua,120,0,92.000000
lua,120,2,1392.000000
lua,120,0,94.000000
lua,120,1,1470.000000
lua,121,3,432.000000
lua,121,0,70.000000
lua,121,1,540.000000
lua,121,0,92.000000
lua,121,2,726.000000
lua,121,0,88.000000
lua,121,1,1460.000000
lua,121,0,248.000000
lua,121,2,3564.000000
lua,121,0,94.000000
lua,121,1,442.000000
lua,122,3,428.000000
lua,122,0,72.000000
lua,122,1,496.000000
lua,122,0,90.000000
lua,122,2,866.000000
lua,123,3,428.000000
lua,123,0,68.000000
lua,123,1,648.000000
lua,123,0,90.000000
lua,123,2,528.000000
lua,123,0,92.000000
lua,123,1,444.000000
lua,124,3,416.000000
lua,124,0,56.000000
lua,124,1,430.000000
lua,124,0,88.000000
lua,124,2,472.000000
lua,124,0,86.000000
lua,124,1,174.000000
lua,125,3,584.000000
lua,125,0,70.000000
lua,125,1,402.000000
lua,125,0,92.000000
lua,125,2,658.000000
lua,125,0,100.000000
lua,125,1,818.000000
lua,125,0,246.000000
lua,125,2,2624.000000
lua,126,3,626.000000
lua,126,0,58.000000
lua,126,1,740.000000
lua,126,0,94.000000
lua,126,2,504.000000
lua,126,0,82.000000
lua,126,1,382.000000
lua,127,3,384.000000
lua,127,0,56.000000
lua,127,1,480.000000
lua,127,0,90.000000
lua,127,2,458.000000
lua,127,0,78.000000
lua,127,1,176.000000
lua,128,3,494.000000
lua,128,0,70.000000
lua,128,1,448.000000
lua,128,0,88.000000
lua,128,2,2914.000000
lua,128,0,82.000000
lua,128,1,796.000000
lua,128,0,280.000000
lua,128,2,126.000000
lua,129,3,338.000000
lua,129,0,68.000000
lua,129,1,424.000000
lua,129,0,88.000000
lua,129,2,1826.000000
lua,130,3,462.000000
lua,130,0,56.000000
lua,130,1,420.000000
lua,130,0,92.000000
lua,130,2,438.000000
lua,130,0,100.000000
lua,130,1,344.000000
lua,131,3,318.000000
lua,131,0,70.000000
lua,131,1,438.000000
lua,131,0,88.000000
lua,131,2,570.000000
lua,131,0,92.000000
lua,131,1,386.000000
lua,131,0,96.000000
lua,131,2,864.000000
lua,131,0,316.000000
lua,131,1,442.000000
lua,132,3,680.000000
lua,132,0,72.000000
lua,132,1,604.000000
lua,132,0,92.000000
lua,132,2,446.000000
lua,132,0,100.000000
lua,132,1,252.000000
lua,133,3,420.000000
lua,133,0,66.000000
lua,133,1,704.000000
lua,133,0,264.000000
lua,133,2,174.000000
lua,134,3,386.000000
lua,134,0,68.000000
lua,134,1,936.000000
lua,134,0,90.000000
lua,134,2,406.000000
lua,135,3,578.000000
lua,135,0,72.000000
lua,135,1,420.000000
lua,135,0,90.000000
lua,135,2,1196.000000
lua,135,0,82.000000
lua,135,1,546.000000
lua,135,0,94.000000
lua,135,2,148.000000
lua,136,3,416.000000
lua,136,0,58.000000
lua,136,1,510.000000
lua,136,0,90.000000
lua,136,2,512.000000
lua,136,0,84.000000
lua,136,1,2200.000000
lua,136,0,92.000000
lua,136,2,908.000000
lua,137,3,398.000000
lua,137,0,58.000000
lua,137,1,634.000000
lua,137,0,92.000000
lua,137,2,504.000000
lua,137,0,80.000000
lua,137,1,50.000000
lua,138,3,526.000000
lua,138,0,72.000000
lua,138,1,584.000000
lua,138,0,92.000000
lua,138,2,1026.000000
lua,138,0,88.000000
lua,138,1,1132.000000
lua,138,0,98.000000
lua,138,2,794.000000
lua,139,3,432.000000
lua,139,0,58.000000
lua,139,1,976.000000
lua,139,0,92.000000
lua,139,2,716.000000
lua,139,0,318.000000
lua,140,3,450.000000
lua,140,0,56.000000
lua,140,2,420.000000
lua,140,0,80.000000
lua,140,1,562.000000
lua,140,0,106.000000
lua,140,2,566.000000
lua,141,3,230.000000
lua,141,0,68.000000
lua,141,1,408.000000
lua,141,0,110.000000
lua,141,2,1572.000000
lua,141,0,94.000000
lua,141,1,1762.000000
lua,141,0,94.000000
lua,141,2,412.000000
lua,142,3,444.000000
lua,142,0,58.000000
lua,142,1,564.000000
lua,142,0,88.000000
lua,142,2,1300.000000
lua,142,0,94.000000
lua,142,1,778.000000
lua,143,3,424.000000
lua,143,0,68.000000
lua,143,1,598.000000
lua,143,0,92.000000
lua,143,2,3022.000000
lua,143,0,220.000000
lua,143,1,610.000000
lua,144,3,438.000000
lua,144,0,56.000000
lua,144,1,498.000000
lua,144,0,92.000000
lua,144,2,1934.000000
lua,144,0,96.000000
lua,144,1,796.000000
lua,144,0,278.000000
lua,144,2,1952.000000
lua,144,0,94.000000
lua,144,1,2528.000000
lua,144,0,282.000000
lua,144,2,2986.000000
lua,145,3,648.000000
lua,145,0,58.000000
lua,145,1,474.000000
lua,145,0,234.000000
lua,145,2,470.000000
lua,146,3,630.000000
lua,146,0,70.000000
lua,146,2,516.000000
lua,146,0,94.000000
lua,146,1,972.000000
lua,146,0,92.000000
lua,146,2,792.000000
lua,146,0,92.000000
lua,146,1,148.000000
lua,147,3,452.000000
lua,147,0,72.000000
lua,147,1,576.000000
lua,147,0,90.000000
lua,147,2,808.000000
lua,147,0,90.000000
lua,147,1,424.000000
lua,148,3,430.000000
lua,148,0,68.000000
lua,148,1,436.000000
lua,148,0,94.000000
lua,148,2,902.000000
lua,149,3,474.000000
lua,149,0,58.000000
lua,149,1,366.000000
lua,149,0,90.000000
lua,149,2,590.000000
lua,149,0,92.000000
lua,149,1,868.000000
lua,149,0,94.000000
lua,149,2,554.000000
lua,149,0,92.000000
lua,149,1,1090.000000
lua,149,0,94.000000
lua,149,2,3814.000000
lua,150,3,442.000000
lua,150,0,72.000000
lua,150,1,210.000000
lua,150,0,338.000000
lua,150,2,1340.000000
lua,150,0,100.000000
lua,150,1,422.000000
lua,151,3,584.000000
lua,151,0,72.000000
lua,151,2,424.000000
lua,151,0,92.000000
lua,151,1,1130.000000
lua,152,3,542.000000
lua,152,0,68.000000
lua,152,1,412.000000
lua,152,0,90.000000
lua,152,2,698.000000
lua,152,0,70.000000
lua,152,1,718.000000
lua,153,3,566.000000
lua,153,0,58.000000
lua,153,1,764.000000
lua,153,0,90.000000
lua,153,2,866.000000
lua,154,3,426.000000
lua,154,0,58.000000
lua,154,1,1202.000000
lua,154,0,90.000000
lua,154,2,592.000000
lua,154,0,72.000000
lua,154,1,274.000000
lua,155,3,400.000000
lua,155,0,60.000000
lua,155,1,908.000000
lua,155,0,92.000000
lua,155,2,938.000000
lua,155,0,96.000000
lua,155,1,304.000000
lua,156,3,426.000000
lua,156,0,70.000000
lua,156,1,654.000000
lua,156,0,312.000000
lua,156,2,462.000000
lua,156,0,82.000000
lua,156,1,300.000000
lua,157,3,622.000000
lua,157,0,70.000000
lua,157,1,1240.000000
lua,157,0,94.000000
lua,157,2,1180.000000
lua,157,0,92.000000
lua,157,1,126.000000
lua,157,0,56.000000
lua,158,3,394.000000
lua,158,0,58.000000
lua,158,1,466.000000
lua,158,0,316.000000
lua,158,2,1724.000000
lua,158,0,90.000000
lua,158,1,2248.000000
lua,158,0,96.000000
lua,158,2,486.000000
lua,159,3,330.000000
lua,159,0,58.000000
lua,159,1,816.000000
lua,159,0,90.000000
lua,159,2,1200.000000
lua,159,0,94.000000
lua,159,1,706.000000
lua,160,3,626.000000
lua,160,0,70.000000
lua,160,1,434.000000
lua,160,0,92.000000
lua,160,2,1072.000000
lua,160,0,76.000000
lua,160,1,842.000000
lua,161,3,436.000000
lua,161,0,70.000000
lua,161,1,982.000000
lua,161,0,94.000000
lua,161,2,2770.000000
lua,161,0,96.000000
lua,161,1,3010.000000
lua,162,3,436.000000
lua,162,0,70.000000
lua,162,1,404.000000
lua,162,0,94.000000
lua,162,2,888.000000
lua,163,3,446.000000
lua,163,0,70.000000
lua,163,1,412.000000
lua,163,0,92.000000
lua,163,2,990.000000
lua,164,3,420.000000
lua,164,0,70.000000
lua,164,1,834.000000
lua,164,0,240.000000
lua,164,2,1306.000000
lua,165,3,570.000000
lua,165,0,70.000000
lua,165,1,696.000000
lua,165,0,90.000000
lua,165,2,1198.000000
lua,165,0,70.000000
lua,165,1,688.000000
lua,165,0,94.000000
lua,165,2,202.000000
lua,166,3,462.000000
lua,166,0,68.000000
lua,166,1,566.000000
lua,166,0,88.000000
lua,166,2,824.000000
lua,166,0,86.000000
lua,166,1,2012.000000
lua,166,0,92.000000
lua,166,2,1528.000000
lua,167,3,454.000000
lua,167,0,56.000000
lua,167,1,348.000000
lua,167,0,88.000000
lua,167,2,782.000000
lua,168,3,498.000000
lua,168,0,62.000000
lua,168,2,400.000000
lua,168,0,92.000000
lua,168,1,756.000000
lua,169,3,698.000000
lua,169,0,58.000000
lua,169,1,572.000000
lua,169,0,92.000000
lua,169,2,1200.000000
lua,169,0,92.000000
lua,169,1,806.000000
lua,170,3,496.000000
lua,170,0,60.000000
lua,170,1,312.000000
lua,170,0,90.000000
lua,170,2,1004.000000
lua,170,0,86.000000
lua,170,1,506.000000
lua,170,0,92.000000
lua,170,2,94.000000
lua,171,3,640.000000
lua,171,0,74.000000
lua,171,1,596.000000
lua,171,0,92.000000
lua,171,2,660.000000
lua,171,0,84.000000
lua,171,1,776.000000
lua,172,3,470.000000
lua,172,0,60.000000
lua,172,1,344.000000
lua,172,0,88.000000
lua,172,2,1020.000000
lua,172,0,96.000000
lua,172,1,982.000000
lua,172,0,98.000000
lua,172,2,410.000000
lua,173,0,40.000000
lua,173,3,140.000000
lua,173,0,74.000000
lua,173,1,1158.000000
lua,173,0,92.000000
lua,173,2,434.000000
lua,173,0,86.000000
lua,173,1,106.000000
lua,174,3,360.000000
lua,174,0,58.000000
lua,174,1,848.000000
lua,174,0,88.000000
lua,174,2,786.000000
lua,174,0,74.000000
lua,174,1,342.000000
lua,175,3,472.000000
lua,175,0,70.000000
lua,175,1,1048.000000
lua,175,0,90.000000
lua,175,2,1742.000000
lua,175,0,76.000000
lua,175,1,3614.000000
lua,175,0,100.000000
lua,175,2,1810.000000
lua,175,0,90.000000
lua,175,1,192.000000
lua,176,3,582.000000
lua,176,0,60.000000
lua,176,1,570.000000
lua,176,0,92.000000
lua,176,2,494.000000
lua,176,0,74.000000
lua,176,1,434.000000
lua,177,3,398.000000
lua,177,0,58.000000
lua,177,1,532.000000
lua,177,0,92.000000
lua,177,2,1794.000000
lua,178,3,668.000000
lua,178,0,74.000000
lua,178,1,472.000000
lua,178,0,646.000000
lua,178,2,280.000000
lua,179,3,442.000000
lua,179,0,60.000000
lua,179,1,1650.000000
lua,179,0,92.000000
lua,179,2,2616.000000
lua,179,0,92.000000
lua,179,1,962.000000
lua,179,0,96.000000
lua,179,2,112.000000
lua,180,3,488.000000
lua,180,0,66.000000
lua,180,1,3020.000000
lua,180,0,94.000000
lua,180,2,2620.000000
lua,180,0,78.000000
lua,180,1,1422.000000
lua,181,3,572.000000
lua,181,0,58.000000
lua,181,1,480.000000
lua,181,0,90.000000
lua,181,2,942.000000
lua,182,3,458.000000
lua,182,0,70.000000
lua,182,1,688.000000
lua,182,0,94.000000
lua,182,2,2468.000000
lua,182,0,84.000000
lua,182,1,3242.000000
lua,183,3,354.000000
lua,183,0,58.000000
lua,183,1,598.000000
lua,183,0,94.000000
lua,183,2,1036.000000
lua,184,3,430.000000
lua,184,0,60.000000
lua,184,1,426.000000
lua,184,0,66.000000
lua,184,2,1642.000000
lua,184,0,176.000000
lua,184,1,814.000000
lua,184,0,90.000000
lua,184,2,2368.000000
lua,184,0,82.000000
lua,184,1,622.000000
lua,184,0,88.000000
lua,184,2,288.000000
lua,185,3,442.000000
lua,185,0,58.000000
lua,185,1,380.000000
lua,185,0,94.000000
lua,185,2,510.000000
lua,185,0,92.000000
lua,185,1,406.000000
lua,186,3,438.000000
lua,186,0,58.000000
lua,186,1,370.000000
lua,186,0,90.000000
lua,186,2,1370.000000
lua,186,0,92.000000
lua,186,1,2014.000000
lua,187,3,458.000000
lua,187,0,70.000000
lua,187,1,600.000000
lua,187,0,90.000000
lua,187,2,868.000000
lua,187,0,104.000000
lua,187,1,984.000000
lua,188,3,428.000000
lua,188,0,72.000000
lua,188,1,316.000000
lua,188,0,92.000000
lua,188,2,1604.000000
lua,189,3,272.000000
lua,189,0,58.000000
lua,189,1,262.000000
lua,189,0,88.000000
lua,189,2,1040.000000
lua,190,3,444.000000
lua,190,0,58.000000
lua,190,1,668.000000
lua,190,0,92.000000
lua,190,2,1958.000000
lua,190,0,84.000000
lua,190,1,782.000000
lua,191,3,548.000000
lua,191,0,58.000000
lua,191,1,666.000000
lua,191,0,90.000000
lua,191,2,478.000000
lua,191,0,158.000000
lua,191,1,1096.000000
lua,191,0,96.000000
lua,191,2,442.000000
lua,191,0,96.000000
lua,191,1,2306.000000
lua,191,0,98.000000
lua,191,2,578.000000
lua,192,3,480.000000
lua,192,0,70.000000
lua,192,1,1044.000000
lua,192,0,88.000000
lua,192,2,2606.000000
lua,192,0,96.000000
lua,192,1,416.000000
lua,193,3,432.000000
lua,193,0,70.000000
lua,193,1,716.000000
lua,193,0,94.000000
lua,193,2,964.000000
lua,193,0,214.000000
lua,193,1,288.000000
lua,194,3,492.000000
lua,194,0,68.000000
lua,194,1,794.000000
lua,194,0,88.000000
lua,194,2,2048.000000
lua,194,0,96.000000
lua,194,1,918.000000
lua,194,0,90.000000
lua,194,2,1090.000000
lua,195,3,604.000000
lua,195,0,70.000000
lua,195,2,270.000000
lua,195,0,90.000000
lua,195,1,1962.000000
lua,196,3,646.000000
lua,196,0,62.000000
lua,196,1,310.000000
lua,196,0,236.000000
lua,196,2,1050.000000
lua,196,0,88.000000
lua,196,1,504.000000
lua,196,0,108.000000
lua,196,2,132.000000
lua,197,3,496.000000
lua,197,0,70.000000
lua,197,1,802.000000
lua,197,0,92.000000
lua,197,2,908.000000
lua,197,0,90.000000
lua,197,1,2338.000000
lua,197,0,96.000000
lua,197,2,434.000000
lua,198,3,398.000000
lua,198,0,72.000000
lua,198,1,924.000000
lua,198,0,92.000000
lua,198,2,2428.000000
lua,199,3,448.000000
lua,199,0,72.000000
lua,199,1,814.000000
lua,199,0,90.000000
lua,199,2,852.000000
lua,200,3,412.000000
lua,200,0,60.000000
lua,200,1,992.000000
lua,200,0,92.000000
lua,200,2,2166.000000
lua,200,0,98.000000
lua,200,1,3192.000000
lua,200,0,94.000000
lua,200,2,746.000000
lua,201,3,384.000000
lua,201,0,72.000000
lua,201,1,328.000000
lua,201,0,90.000000
lua,201,2,588.000000
lua,201,0,76.000000
lua,201,1,2484.000000
lua,201,0,90.000000
lua,201,2,1728.000000
lua,201,0,96.000000
lua,201,1,426.000000
lua,202,3,680.000000
lua,202,0,58.000000
lua,202,1,816.000000
lua,202,0,118.000000
lua,202,2,1100.000000
lua,202,0,82.000000
lua,202,1,1022.000000
lua,202,0,98.000000
lua,202,2,1986.000000
lua,202,0,274.000000
lua,202,1,124.000000
lua,203,3,392.000000
lua,203,0,60.000000
lua,203,1,500.000000
lua,203,0,96.000000
lua,203,2,1736.000000
lua,203,0,90.000000
lua,203,1,640.000000
lua,204,3,640.000000
lua,204,0,62.000000
lua,204,1,784.000000
lua,204,0,94.000000
lua,204,2,4136.000000
lua,205,3,434.000000
lua,205,0,58.000000
lua,205,1,554.000000
lua,205,0,88.000000
lua,205,2,798.000000
lua,205,0,72.000000
lua,205,3,48.000000
lua,205,0,98.000000
lua,205,1,620.000000
lua,206,3,430.000000
lua,206,0,72.000000
lua,206,1,1412.000000
lua,206,0,92.000000
lua,206,2,808.000000
lua,206,0,72.000000
lua,207,3,450.000000
lua,207,0,68.000000
lua,207,1,1164.000000
lua,207,0,92.000000
lua,207,2,700.000000
lua,207,0,94.000000
lua,207,1,792.000000
lua,207,0,100.000000
lua,207,2,386.000000
lua,208,3,364.000000
lua,208,0,68.000000
lua,208,1,370.000000
lua,208,0,88.000000
lua,208,2,1156.000000
lua,208,0,38.000000
lua,209,3,636.000000
lua,209,0,60.000000
lua,209,1,1272.000000
lua,209,0,92.000000
lua,209,2,1310.000000
lua,209,0,278.000000
lua,209,1,520.000000
lua,210,3,416.000000
lua,210,0,76.000000
lua,210,1,414.000000
lua,210,0,90.000000
lua,210,2,460.000000
lua,210,0,168.000000
lua,210,1,1262.000000
lua,210,0,94.000000
lua,210,2,1384.000000
lua,210,0,92.000000
lua,211,3,718.000000
lua,211,0,74.000000
lua,211,1,358.000000
lua,211,0,92.000000
lua,211,2,534.000000
lua,211,0,94.000000
lua,211,1,604.000000
lua,212,3,602.000000
lua,212,0,60.000000
lua,212,1,722.000000
lua,212,0,92.000000
lua,212,2,1776.000000
lua,212,0,98.000000
lua,212,1,1714.000000
lua,212,0,96.000000
lua,212,2,1208.000000
lua,212,0,868.000000
lua,212,1,1414.000000
lua,213,3,650.000000
lua,213,0,214.000000
lua,213,1,222.000000
lua,213,0,88.000000
lua,213,2,956.000000
lua,213,0,90.000000
lua,213,1,1238.000000
lua,213,0,240.000000
lua,213,2,730.000000
lua,214,3,712.000000
lua,214,0,60.000000
lua,214,1,1134.000000
lua,214,0,94.000000
lua,214,2,1238.000000
lua,214,0,94.000000
lua,214,1,1068.000000
lua,215,3,394.000000
lua,215,0,58.000000
lua,215,1,640.000000
lua,215,0,94.000000
lua,215,2,1580.000000
lua,215,0,90.000000
lua,215,1,1054.000000
lua,216,3,368.000000
lua,216,0,70.000000
lua,216,2,396.000000
lua,216,0,92.000000
lua,216,1,1282.000000
lua,216,0,92.000000
lua,216,2,2970.000000
lua,217,3,250.000000
lua,217,0,56.000000
lua,217,1,1006.000000
lua,217,0,92.000000
lua,217,2,906.000000
lua,217,0,102.000000
lua,217,1,140.000000
lua,218,3,448.000000
lua,218,0,72.000000
lua,218,1,746.000000
lua,218,0,640.000000
lua,218,2,572.000000
lua,218,0,96.000000
lua,218,1,910.000000
lua,219,3,316.000000
lua,219,0,70.000000
